image,mos
ref/1.bmp,20.76151327
ref/2.bmp,41.10142818
ref/3.bmp,64.31246779
ref/4.bmp,88.26864426
ref/5.bmp,60.65627574
ref/6.bmp,24.32474079
ref/7.bmp,30.60148965
ref/8.bmp,76.54170289
ref/9.bmp,39.08036546
ref/10.bmp,78.68823622
ref/11.bmp,67.21253174
ref/12.bmp,76.87901287
ref/13.bmp,60.51947799
ref/14.bmp,66.13567624
ref/15.bmp,59.51290332
ref/16.bmp,69.49502569
ref/17.bmp,56.21102837
ref/18.bmp,79.88647878
ref/19.bmp,68.22550796
ref/20.bmp,69.33594712
ref/21.bmp,54.37602837
ref/22.bmp,24.12885824
ref/23.bmp,23.61234224
ref/24.bmp,62.24580216
ref/25.bmp,63.94576953
ref/26.bmp,22.12885824
ref/27.bmp,65.55471598
ref/28.bmp,30.22604306
ref/29.bmp,56.52375251
ref/30.bmp,60.67002297
ref/31.bmp,67.04434497
ref/32.bmp,68.95364065
ref/33.bmp,64.5302411
ref/34.bmp,61.56195907
ref/35.bmp,58.50313899
ref/36.bmp,45.25471598
ref/37.bmp,65.61471598
ref/38.bmp,48.55471598
ref/39.bmp,85.67629669
ref/40.bmp,58.02292271
ref/41.bmp,46.6941032
ref/42.bmp,72.68537635
ref/43.bmp,54.85378721
ref/44.bmp,59.06019266
ref/45.bmp,59.33657432
ref/46.bmp,58.62145265
ref/47.bmp,43.6027868
ref/48.bmp,61.94576953
ref/49.bmp,47.31354613
ref/50.bmp,33.16450589
ref/51.bmp,71.74308755
ref/52.bmp,49.65595378
ref/53.bmp,84.01466658
ref/54.bmp,68.95364065
ref/55.bmp,73.9130329
ref/56.bmp,55.09290605
ref/57.bmp,19.86045497
ref/58.bmp,54.75364065
ref/59.bmp,85.85083259
ref/60.bmp,58.95364065
ref/61.bmp,41.26143932
ref/62.bmp,68.9376414
ref/63.bmp,35.91091596
ref/64.bmp,33.35010344
ref/65.bmp,36.76587233
ref/66.bmp,35.65880003
ref/67.bmp,39.15920847
ref/68.bmp,58.82551332
ref/69.bmp,64.5302411
ref/70.bmp,64.5302411
ref/71.bmp,48.82551332
ref/72.bmp,31.14518176
ref/73.bmp,57.2150981
ref/74.bmp,61.18887054
ref/75.bmp,64.18787872
ref/76.bmp,65.13838025
ref/77.bmp,70.22849413
ref/78.bmp,58.95364065
ref/79.bmp,22.77930413
ref/80.bmp,81.01466658
ref/81.bmp,21.86045497
ref/82.bmp,85.23743578
ref/83.bmp,81.49736799
ref/84.bmp,79.1157551
ref/85.bmp,58.19670954
ref/86.bmp,67.14136413
ref/87.bmp,86.69362827
ref/88.bmp,64.18304019
ref/89.bmp,74.09624262
ref/90.bmp,74.9803731
ref/91.bmp,54.29918466
ref/92.bmp,50.26612206
ref/93.bmp,33.73859421
ref/94.bmp,88.35881807
ref/95.bmp,62.56799589
ref/96.bmp,67.18503883
ref/97.bmp,67.49372792
ref/98.bmp,86.41736926
ref/99.bmp,20.85869111
ref/100.bmp,67.89113555
ref/101.bmp,52.02727884
ref/102.bmp,43.64668025
ref/103.bmp,52.28682425
ref/104.bmp,68.35743424
ref/105.bmp,50.54635104
ref/106.bmp,31.64685998
ref/107.bmp,76.86120089
ref/108.bmp,75.62631058
ref/109.bmp,40.7823996
ref/110.bmp,75.36485064
ref/111.bmp,26.30964214
ref/112.bmp,22.63241359
ref/113.bmp,66.210949
ref/114.bmp,79.8985823
ref/115.bmp,80.91508807
ref/116.bmp,36.27741999
ref/117.bmp,34.49106335
ref/118.bmp,39.10341669
ref/119.bmp,44.55100672
ref/120.bmp,60.30510446
ref/121.bmp,24.60241138
ref/122.bmp,75.85735313
ref/123.bmp,37.4450976
ref/124.bmp,70.98381137
ref/125.bmp,61.26671195
ref/126.bmp,60.53507916
ref/127.bmp,30.63241359
ref/128.bmp,22.63241359
ref/129.bmp,50.54453759
ref/130.bmp,54.35012488
ref/131.bmp,42.75323324
ref/132.bmp,34.56758644
ref/133.bmp,37.42281129
ref/134.bmp,26.62496997
ref/135.bmp,50.75539331
ref/136.bmp,51.51370296
ref/137.bmp,64.21741396
ref/138.bmp,59.44554405
ref/139.bmp,49.57874862
ref/140.bmp,41.06004757
ref/141.bmp,56.81989844
ref/142.bmp,55.83013355
ref/143.bmp,67.81783084
ref/144.bmp,67.98994676
ref/145.bmp,49.84478579
ref/146.bmp,51.51477231
ref/147.bmp,66.94356104
ref/148.bmp,59.20966848
ref/149.bmp,59.01003413
ref/150.bmp,22.63241359
ref/151.bmp,30.90695977
ref/152.bmp,45.85974132
ref/153.bmp,44.56135709
ref/154.bmp,69.33045244
ref/155.bmp,38.83877792
ref/156.bmp,71.79093536
ref/157.bmp,79.28421964
ref/158.bmp,67.65621927
ref/159.bmp,67.80169737
ref/160.bmp,43.44884301
ref/161.bmp,44.03743474
ref/162.bmp,46.68439942
ref/163.bmp,72.95483673
ref/164.bmp,48.55543392
ref/165.bmp,64.33288557
ref/166.bmp,66.85409836
ref/167.bmp,68.08704373
ref/168.bmp,65.22150251
ref/169.bmp,47.44425062
ref/170.bmp,54.4732553
ref/171.bmp,30.81695409
ref/172.bmp,44.22903917
ref/173.bmp,65.8532185
ref/174.bmp,58.79365388
ref/175.bmp,54.28765711
ref/176.bmp,41.83546579
ref/177.bmp,76.8475261
ref/178.bmp,75.74530944
ref/179.bmp,47.51709235
ref/180.bmp,32.76016539
ref/181.bmp,50.35940984
ref/182.bmp,51.70842573
ref/183.bmp,44.97398876
ref/184.bmp,73.12740948
ref/185.bmp,61.45497143
ref/186.bmp,79.88116723
ref/187.bmp,62.704614
ref/188.bmp,77.37702024
ref/189.bmp,63.54133127
ref/190.bmp,48.21001798
ref/191.bmp,46.6048819
ref/192.bmp,79.17130013
ref/193.bmp,86.63883955
ref/194.bmp,43.09752773
ref/195.bmp,65.39245411
ref/196.bmp,76.11034404
ref/197.bmp,57.27230254
ref/198.bmp,37.36212223
ref/199.bmp,51.64298821
ref/200.bmp,52.25906546
ref/201.bmp,30.36269398
ref/202.bmp,35.26554423
ref/203.bmp,20.29347866
ref/204.bmp,22.63241359
ref/205.bmp,51.60322996
ref/206.bmp,63.29372719
ref/207.bmp,77.56486725
ref/208.bmp,77.8401693
ref/209.bmp,66.9196348
ref/210.bmp,54.43773872
ref/211.bmp,74.95610611
ref/212.bmp,74.27341866
ref/213.bmp,63.67767989
ref/214.bmp,74.7870662
ref/215.bmp,57.32419672
ref/216.bmp,44.70804922
ref/217.bmp,38.39276546
ref/218.bmp,56.73426761
ref/219.bmp,52.18632246
ref/220.bmp,69.27037252
ref/221.bmp,61.15931083
ref/222.bmp,64.28287461
ref/223.bmp,41.1570842
ref/224.bmp,71.68279281
ref/225.bmp,79.67417672
ref/226.bmp,27.32571381
ref/227.bmp,71.38576707
ref/228.bmp,70.9756373
ref/229.bmp,69.98471516
ref/230.bmp,66.85204914
ref/231.bmp,57.66464195
ref/232.bmp,66.02314487
ref/233.bmp,64.75416405
ref/234.bmp,70.8598634
ref/235.bmp,58.92776801
ref/236.bmp,43.79858487
ref/237.bmp,60.91787415
ref/238.bmp,53.42415929
ref/239.bmp,52.14042665
ref/240.bmp,59.98555023
ref/241.bmp,64.39591578
ref/242.bmp,60.88440464
ref/243.bmp,53.46370821
ref/244.bmp,71.34078332
ref/245.bmp,56.65695141
ref/246.bmp,70.57564612
ref/247.bmp,61.41548225
ref/248.bmp,62.50048955
ref/249.bmp,50.15904821
ref/250.bmp,58.96900861
ref/251.bmp,68.69171459
ref/252.bmp,69.32448017
ref/253.bmp,53.907019
ref/254.bmp,59.32017831
ref/255.bmp,51.3821988
ref/256.bmp,54.67560005
ref/257.bmp,59.83380784
ref/258.bmp,63.17947204
ref/259.bmp,57.7349909
ref/260.bmp,47.84745275
ref/261.bmp,58.56099468
ref/262.bmp,52.3782254
ref/263.bmp,59.8056882
ref/264.bmp,59.824472
ref/265.bmp,55.84771147
ref/266.bmp,72.3837019
ref/267.bmp,54.16283245
ref/268.bmp,61.44949292
ref/269.bmp,66.06481791
ref/270.bmp,69.75224533
ref/271.bmp,69.85036191
ref/272.bmp,50.70513309
ref/273.bmp,60.27908789
ref/274.bmp,68.84947037
ref/275.bmp,80.55598891
ref/276.bmp,70.38294635
ref/277.bmp,66.23899826
ref/278.bmp,54.81097429
ref/279.bmp,70.44396883
ref/280.bmp,62.92438115
ref/281.bmp,59.72994062
ref/282.bmp,51.78876198
ref/283.bmp,55.25026433
ref/284.bmp,49.0832562
ref/285.bmp,62.29608306
ref/286.bmp,64.66444547
ref/287.bmp,57.81274625
ref/288.bmp,69.79422899
ref/289.bmp,51.58552061
ref/290.bmp,68.95041754
ref/291.bmp,56.27430221
ref/292.bmp,41.17086442
ref/293.bmp,50.66354273
ref/294.bmp,65.28311311
ref/295.bmp,65.32083372
ref/296.bmp,54.20995764
ref/297.bmp,60.98210576
ref/298.bmp,39.80508596
ref/299.bmp,63.91339372
ref/300.bmp,66.94169304
ref/301.bmp,67.2766053
ref/302.bmp,65.59848054
ref/303.bmp,48.20850829
ref/304.bmp,61.99299341
ref/305.bmp,56.68446426
ref/306.bmp,59.71970322
ref/307.bmp,59.09290466
ref/308.bmp,52.04678956
ref/309.bmp,60.07626199
ref/310.bmp,66.81638566
ref/311.bmp,61.9716475
ref/312.bmp,63.63444132
ref/313.bmp,60.99141744
ref/314.bmp,63.35628239
ref/315.bmp,76.27667832
ref/316.bmp,75.41673189
ref/317.bmp,88.45630879
ref/318.bmp,54.20974972
ref/319.bmp,55.49492461
ref/320.bmp,43.11423053
ref/321.bmp,69.09231542
ref/322.bmp,58.64530908
ref/323.bmp,55.7244794
ref/324.bmp,32.93504855
ref/325.bmp,73.80858465
ref/326.bmp,67.89409732
ref/327.bmp,57.6888077
ref/328.bmp,72.21272962
ref/329.bmp,76.91987405
ref/330.bmp,70.08733232
ref/331.bmp,74.29611645
ref/332.bmp,88.6784002
ref/333.bmp,74.15287836
ref/334.bmp,60.85547542
ref/335.bmp,74.49181127
ref/336.bmp,72.64332323
ref/337.bmp,68.30602108
ref/338.bmp,65.03814602
ref/339.bmp,71.66135984
ref/340.bmp,72.83374081
ref/341.bmp,62.61039053
ref/342.bmp,68.48725628
ref/343.bmp,69.9769154
ref/344.bmp,70.96200342
ref/345.bmp,72.13662912
ref/346.bmp,77.0864492
ref/347.bmp,61.57414823
ref/348.bmp,51.30246395
ref/349.bmp,30.60536163
ref/350.bmp,62.14272469
ref/351.bmp,62.89951766
ref/352.bmp,68.60041576
ref/353.bmp,27.01790442
ref/354.bmp,41.54343773
ref/355.bmp,30.60536163
ref/356.bmp,55.16777781
ref/357.bmp,36.07737252
ref/358.bmp,21.76122776
ref/359.bmp,64.48073357
ref/360.bmp,63.43691173
ref/361.bmp,52.91868596
ref/362.bmp,52.85909592
ref/363.bmp,39.92568006
ref/364.bmp,43.60935264
ref/365.bmp,67.30755211
ref/366.bmp,66.60219159
ref/367.bmp,25.33685053
ref/368.bmp,44.95667366
ref/369.bmp,63.82481169
ref/370.bmp,43.5438661
ref/371.bmp,35.21857101
ref/372.bmp,66.85934394
ref/373.bmp,59.12502004
ref/374.bmp,60.42082793
ref/375.bmp,71.95598534
ref/376.bmp,64.37892652
ref/377.bmp,59.11149021
ref/378.bmp,61.1359182
ref/379.bmp,67.3006966
ref/380.bmp,61.65278304
ref/381.bmp,42.76122776
ref/382.bmp,67.15213674
ref/383.bmp,68.11219619
ref/384.bmp,67.43583573
ref/385.bmp,65.94725259
ref/386.bmp,65.77357514
ref/387.bmp,65.82349212
ref/388.bmp,70.2954214
ref/389.bmp,68.80946906
ref/390.bmp,77.82713352
ref/391.bmp,69.13741336
ref/392.bmp,49.38150847
ref/393.bmp,77.97401664
ref/394.bmp,21.76122776
ref/395.bmp,59.41460546
ref/396.bmp,42.10796067
ref/397.bmp,69.18488971
ref/398.bmp,21.76122776
ref/399.bmp,62.61506571
ref/400.bmp,66.19761009
ref/401.bmp,67.33359998
ref/402.bmp,63.66348544
ref/403.bmp,57.82562502
ref/404.bmp,21.76122776
ref/405.bmp,31.76122776
ref/406.bmp,66.90449431
ref/407.bmp,48.95175608
ref/408.bmp,58.13642871
ref/409.bmp,46.23377195
ref/410.bmp,47.00398684
ref/411.bmp,43.10377064
ref/412.bmp,35.90617922
ref/413.bmp,44.15305347
ref/414.bmp,31.37310337
ref/415.bmp,66.40710561
ref/416.bmp,76.78259523
ref/417.bmp,37.20526435
ref/418.bmp,45.64905405
ref/419.bmp,46.2038339
ref/420.bmp,26.53248591
ref/421.bmp,44.45906694
ref/422.bmp,40.07123401
ref/423.bmp,63.17766276
ref/424.bmp,52.03302756
ref/425.bmp,53.13332719
ref/426.bmp,37.26234199
ref/427.bmp,37.40439884
ref/428.bmp,73.01312248
ref/429.bmp,50.83294319
ref/430.bmp,56.58675339
ref/431.bmp,46.80086334
ref/432.bmp,68.28297283
ref/433.bmp,49.80172034
ref/434.bmp,64.04410662
ref/435.bmp,74.01683485
ref/436.bmp,70.90422096
ref/437.bmp,28.9618017
ref/438.bmp,56.71776792
ref/439.bmp,31.35424596
ref/440.bmp,55.59192977
ref/441.bmp,64.929543
ref/442.bmp,33.23632937
ref/443.bmp,41.80508508
ref/444.bmp,23.12632937
ref/445.bmp,43.82107473
ref/446.bmp,44.66185016
ref/447.bmp,43.85628222
ref/448.bmp,36.23110826
ref/449.bmp,54.89950562
ref/450.bmp,34.42224447
ref/451.bmp,54.03608348
ref/452.bmp,72.5247361
ref/453.bmp,40.42928228
ref/454.bmp,46.72559668
ref/455.bmp,57.46827301
ref/456.bmp,58.32786473
ref/457.bmp,44.71064818
ref/458.bmp,54.55643091
ref/459.bmp,35.56236723
ref/460.bmp,57.77384305
ref/461.bmp,47.11320022
ref/462.bmp,69.57463917
ref/463.bmp,34.0419261
ref/464.bmp,41.30339252
ref/465.bmp,67.15385143
ref/466.bmp,28.0419261
ref/467.bmp,28.84311042
ref/468.bmp,32.95315454
ref/469.bmp,54.64080122
ref/470.bmp,68.61245799
ref/471.bmp,30.23632937
ref/472.bmp,54.66657525
ref/473.bmp,37.47648014
ref/474.bmp,61.13051253
ref/475.bmp,34.78727763
ref/476.bmp,29.6527872
ref/477.bmp,41.41795258
ref/478.bmp,51.63941295
ref/479.bmp,64.89174342
ref/480.bmp,54.92747591
ref/481.bmp,51.38892633
ref/482.bmp,55.88182434
ref/483.bmp,59.17891173
ref/484.bmp,50.92186646
ref/485.bmp,70.24095011
ref/486.bmp,59.73212225
ref/487.bmp,44.204062
ref/488.bmp,23.23632937
ref/489.bmp,52.19477462
ref/490.bmp,56.14474481
ref/491.bmp,55.45073912
ref/492.bmp,70.09560027
ref/493.bmp,61.4986269
ref/494.bmp,58.77106528
ref/495.bmp,63.33875683
ref/496.bmp,74.18355917
ref/497.bmp,66.13311212
ref/498.bmp,71.27184282
ref/499.bmp,72.32965874
ref/500.bmp,63.26931712
ref/501.bmp,60.75149278
ref/502.bmp,47.43440359
ref/503.bmp,68.07371136
ref/504.bmp,67.54168708
ref/505.bmp,70.17565837
ref/506.bmp,68.15032354
ref/507.bmp,49.985224
ref/508.bmp,33.91305774
ref/509.bmp,63.63002
ref/510.bmp,42.77232805
ref/511.bmp,44.26956724
ref/512.bmp,56.94203757
ref/513.bmp,61.48806149
ref/514.bmp,57.30197472
ref/515.bmp,35.70104559
ref/516.bmp,55.88356957
ref/517.bmp,49.87357585
ref/518.bmp,45.61736601
ref/519.bmp,79.66686872
ref/520.bmp,32.59149638
ref/521.bmp,60.12202131
ref/522.bmp,65.45952002
ref/523.bmp,82.48071567
